Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
27,Non-Travel,691,Other,9,3,Medical,218,4,Male,57,3,Research Scientist,2,Divorced,1,5970,6,No,18,3,4,1,6,1,1,2,2,2,2,0
28,Travel_Rarely,440,Other,21,3,Medical,221,3,Male,42,3,Research Scientist,4,Married,3,6672,1,No,11,3,3,1,5,2,1,5,2,0,2,0
57,Travel_Rarely,334,Other,24,2,Life Sciences,223,3,Male,83,4,Healthcare Representative,4,Divorced,8,23402,3,Yes,16,3,2,1,12,2,1,5,3,1,4,0
27,Non-Travel,1450,Other,3,3,Medical,224,3,Male,79,2,Research Scientist,3,Divorced,2,25326,1,Yes,15,3,4,1,1,2,2,1,1,0,1,0
50,Travel_Rarely,1452,Other,11,3,Life Sciences,226,3,Female,53,3,Manager,2,Single,10,17053,3,No,15,3,2,0,21,5,3,5,4,4,4,0
41,Travel_Rarely,465,Other,14,3,Life Sciences,227,1,Male,56,3,Research Scientist,3,Divorced,2,4609,4,No,12,3,1,1,13,2,3,9,8,1,8,0
30,Travel_Rarely,1339,Sales,5,3,Life Sciences,228,2,Female,41,3,Sales Executive,4,Married,8,8053,2,No,12,3,3,1,12,2,3,10,9,7,4,0
38,Travel_Rarely,702,Sales,1,4,Life Sciences,230,1,Female,59,2,Sales Executive,4,Single,8,12930,4,No,22,4,3,0,12,2,4,8,3,0,7,0
32,Travel_Rarely,120,Other,6,5,Life Sciences,231,3,Male,43,3,Research Scientist,3,Single,3,12430,3,No,20,4,1,0,8,2,3,5,4,1,4,0
27,Travel_Rarely,1157,Other,17,3,Technical Degree,233,3,Male,51,3,Research Scientist,2,Married,3,13364,0,Yes,16,3,4,1,6,3,2,5,2,1,1,0
19,Travel_Frequently,602,Sales,1,1,Technical Degree,235,3,Female,100,1,Sales Representative,1,Single,2,20989,0,No,21,4,1,0,1,5,4,0,0,0,0,1
36,Travel_Frequently,1480,Other,3,2,Medical,238,4,Male,30,3,Laboratory Technician,2,Single,1,15062,4,No,12,3,3,0,13,3,2,8,7,7,2,0
30,Non-Travel,111,Other,9,3,Medical,239,3,Male,66,3,Laboratory Technician,1,Divorced,3,11012,1,No,11,3,3,2,12,4,3,12,9,6,10,0
45,Travel_Rarely,1268,Sales,4,2,Life Sciences,240,3,Female,30,3,Sales Executive,1,Divorced,6,6319,4,Yes,11,3,1,1,9,3,4,5,4,0,3,0
56,Travel_Rarely,713,Other,8,3,Life Sciences,241,3,Female,67,3,Research Scientist,1,Divorced,5,13939,4,Yes,18,3,3,1,19,3,3,2,2,2,2,0
33,Travel_Rarely,134,Other,2,3,Life Sciences,242,3,Male,90,3,Research Scientist,4,Single,2,10515,0,No,14,3,1,0,4,2,4,3,1,0,2,0
19,Travel_Rarely,303,Other,2,3,Life Sciences,243,2,Male,47,2,Laboratory Technician,4,Single,1,9241,1,No,22,4,3,0,1,3,2,1,0,1,0,1
46,Travel_Rarely,526,Sales,1,2,Marketing,244,2,Female,92,3,Sales Executive,1,Divorced,9,2137,1,No,25,4,3,3,24,2,3,24,13,15,7,0
38,Travel_Rarely,1380,Other,9,2,Life Sciences,245,3,Female,75,3,Laboratory Technician,4,Single,1,6319,1,No,12,3,3,0,2,3,3,2,2,2,1,0
31,Travel_Rarely,140,Other,12,1,Medical,246,3,Female,95,3,Research Scientist,4,Married,4,6984,8,Yes,23,4,3,1,7,0,3,4,2,0,2,0
34,Travel_Rarely,629,Other,27,2,Medical,247,4,Female,95,3,Research Scientist,2,Single,1,5711,2,No,15,3,4,0,9,3,3,3,2,1,2,0
41,Travel_Rarely,1356,Sales,20,2,Marketing,248,2,Female,70,3,Sales Representative,2,Single,3,21728,1,Yes,22,4,4,0,4,5,2,4,3,0,2,1
50,Travel_Rarely,328,Other,1,3,Medical,249,3,Male,86,2,Laboratory Technician,3,Married,4,3425,2,No,15,3,4,1,5,2,2,3,2,0,2,0
53,Travel_Rarely,1084,Other,13,2,Medical,250,4,Female,57,4,Manufacturing Director,1,Divorced,5,26250,1,No,11,3,3,2,5,3,3,4,2,1,3,0
33,Travel_Rarely,931,Other,14,3,Medical,252,4,Female,72,3,Research Scientist,2,Married,3,4673,1,No,13,3,4,1,8,5,3,8,7,1,6,0
40,Travel_Rarely,989,Other,4,1,Medical,253,4,Female,46,3,Manager,3,Married,10,6499,1,No,14,3,2,1,21,2,3,20,8,9,9,0
55,Travel_Rarely,692,Other,14,4,Medical,254,3,Male,61,4,Research Director,2,Single,10,13339,8,No,11,3,4,0,36,3,3,24,15,2,15,0
34,Travel_Frequently,1069,Other,2,1,Life Sciences,256,4,Male,45,2,Manufacturing Director,3,Married,8,14074,1,No,17,3,3,0,10,2,2,10,9,1,9,0
51,Travel_Rarely,313,Other,3,3,Medical,258,4,Female,98,3,Healthcare Representative,2,Single,9,7192,3,No,18,3,3,0,21,6,3,7,7,1,0,0
52,Travel_Rarely,699,Other,1,4,Life Sciences,259,3,Male,65,2,Manager,3,Married,10,5678,0,No,14,3,1,1,34,5,3,33,18,11,9,0
27,Travel_Rarely,894,Other,9,3,Medical,260,4,Female,99,3,Research Scientist,2,Single,1,11781,1,No,16,3,4,0,7,2,2,7,7,0,3,0
35,Travel_Rarely,556,Other,23,2,Life Sciences,261,2,Male,50,2,Manufacturing Director,3,Married,7,15497,3,Yes,13,3,1,0,8,1,3,1,0,0,1,1
43,Non-Travel,1344,Other,7,3,Medical,262,4,Male,37,4,Research Scientist,4,Divorced,1,5228,4,No,14,3,4,3,7,3,4,5,4,2,2,0
45,Non-Travel,1195,Other,2,2,Medical,264,1,Male,65,2,Manager,4,Married,10,20462,9,No,23,4,4,1,22,1,3,20,8,11,8,0
37,Travel_Rarely,290,Other,21,3,Life Sciences,267,2,Male,65,4,Research Scientist,1,Married,4,22977,1,Yes,12,3,1,1,8,3,2,8,7,1,7,0
35,Travel_Frequently,138,Other,2,3,Medical,269,2,Female,37,3,Laboratory Technician,2,Single,5,15986,5,No,11,3,4,0,10,5,3,6,2,1,2,0
42,Non-Travel,926,Other,21,2,Medical,270,3,Female,36,3,Manufacturing Director,3,Divorced,6,16439,2,No,16,3,2,1,11,5,3,5,3,0,2,0
38,Travel_Rarely,1261,Other,2,4,Life Sciences,271,4,Male,88,3,Manufacturing Director,3,Married,7,7259,9,No,14,3,2,0,14,3,3,1,0,0,0,0
38,Travel_Rarely,1084,Other,29,3,Technical Degree,273,4,Male,54,3,Manufacturing Director,4,Married,7,4185,3,No,18,3,1,1,9,3,1,7,7,1,7,0
27,Travel_Frequently,472,Other,1,1,Technical Degree,274,3,Male,60,2,Manufacturing Director,1,Married,5,9679,5,No,19,3,3,1,6,1,3,2,2,2,0,0
49,Non-Travel,1002,Other,18,4,Life Sciences,275,4,Male,92,3,Manufacturing Director,4,Divorced,7,23793,1,Yes,15,3,1,2,7,0,3,7,7,1,7,0
34,Travel_Frequently,878,Other,10,4,Medical,277,4,Male,43,3,Research Scientist,3,Divorced,4,5972,1,Yes,17,3,4,1,5,4,4,5,3,2,0,0
40,Travel_Rarely,905,Other,19,2,Medical,281,3,Male,99,3,Laboratory Technician,4,Married,3,16523,8,Yes,15,3,3,1,15,2,4,7,2,3,7,0
38,Travel_Rarely,1180,Other,29,1,Medical,282,2,Male,70,3,Healthcare Representative,1,Married,7,11354,7,Yes,19,3,2,0,17,2,3,1,0,0,0,1
29,Travel_Rarely,121,Sales,27,3,Marketing,283,2,Female,35,3,Sales Executive,4,Married,8,24525,1,No,22,4,4,3,10,3,2,10,4,1,9,1
22,Travel_Rarely,1136,Other,5,3,Life Sciences,284,4,Male,60,4,Research Scientist,2,Divorced,2,12392,1,Yes,16,3,1,1,4,2,2,4,2,2,2,0
36,Travel_Frequently,635,Other,18,1,Medical,286,2,Female,73,3,Laboratory Technician,4,Single,1,7703,1,No,13,3,1,0,8,2,3,8,1,1,7,0
40,Non-Travel,1151,Other,9,5,Life Sciences,287,4,Male,63,2,Healthcare Representative,4,Married,5,14242,9,No,14,3,4,1,5,5,1,3,2,0,2,0
46,Travel_Rarely,644,Other,1,4,Medical,288,4,Male,97,3,Healthcare Representative,1,Divorced,8,12368,7,No,16,3,3,1,17,3,3,4,2,0,3,0
32,Travel_Rarely,1045,Sales,4,4,Medical,291,4,Male,32,1,Sales Executive,4,Married,9,25812,1,No,11,3,3,0,14,2,2,14,8,9,8,1
30,Non-Travel,829,Other,1,1,Life Sciences,292,3,Male,88,2,Manufacturing Director,3,Single,8,20925,1,No,22,4,3,0,12,2,3,11,8,5,8,0
27,Travel_Frequently,1242,Sales,20,3,Life Sciences,293,4,Female,90,3,Sales Executive,3,Single,9,12916,1,No,14,3,4,0,7,2,3,7,7,0,7,0
51,Travel_Rarely,1469,Other,8,4,Life Sciences,296,2,Male,81,2,Research Director,2,Married,9,15736,5,No,16,3,4,2,16,5,1,10,9,4,7,0
30,Travel_Rarely,1005,Other,3,3,Technical Degree,297,4,Female,88,3,Research Scientist,1,Single,2,8556,5,Yes,11,3,3,0,8,5,3,5,2,0,4,1
41,Travel_Rarely,896,Sales,6,3,Life Sciences,298,4,Female,75,3,Manager,4,Single,9,14674,3,Yes,18,3,3,0,16,3,3,1,0,0,0,0
30,Travel_Frequently,334,Sales,26,4,Marketing,299,3,Female,52,2,Sales Executive,1,Single,7,22967,5,No,15,3,3,0,9,5,2,6,3,0,1,1
29,Travel_Rarely,992,Other,1,3,Technical Degree,300,3,Male,85,3,Research Scientist,3,Single,1,19757,0,No,14,3,4,0,7,1,2,6,2,1,5,1
45,Non-Travel,1052,Sales,6,3,Medical,302,4,Female,57,2,Sales Executive,4,Single,8,16840,6,No,12,3,4,0,23,2,3,19,7,12,8,0
54,Travel_Rarely,1147,Sales,3,3,Marketing,303,4,Female,52,3,Sales Executive,1,Married,7,17011,2,No,14,3,4,1,16,4,3,6,2,0,5,0
36,Travel_Rarely,1396,Other,5,2,Life Sciences,304,4,Male,62,3,Laboratory Technician,2,Single,7,9945,8,No,16,3,4,0,16,3,4,13,11,3,7,0
33,Travel_Rarely,147,Other,4,4,Medical,305,3,Female,47,2,Research Scientist,2,Married,2,13248,6,No,21,4,4,0,7,3,3,3,2,1,1,0
37,Travel_Frequently,663,Other,11,3,Other,306,2,Male,47,3,Research Director,4,Divorced,9,10056,1,Yes,14,3,3,3,10,1,3,10,8,0,7,0
38,Travel_Rarely,119,Sales,3,3,Life Sciences,307,1,Male,76,3,Sales Executive,3,Divorced,9,9647,0,No,12,3,3,2,17,6,2,16,10,5,13,0
31,Non-Travel,979,Other,1,4,Medical,308,3,Male,90,1,Manufacturing Director,3,Married,5,4381,0,No,12,3,4,1,6,2,3,5,4,1,4,0
59,Travel_Rarely,142,Other,3,3,Life Sciences,309,3,Male,70,2,Research Scientist,4,Married,1,8456,3,No,17,3,1,1,7,6,3,1,0,0,0,0
37,Travel_Frequently,319,Sales,4,4,Marketing,311,1,Male,41,3,Sales Representative,4,Divorced,3,2539,4,No,17,3,3,1,13,2,3,9,8,5,8,0
29,Travel_Frequently,1413,Sales,1,1,Medical,312,2,Female,42,3,Sales Executive,4,Married,8,6599,1,No,14,3,4,1,11,5,3,11,10,4,1,0
35,Travel_Frequently,944,Sales,1,3,Marketing,314,3,Female,92,3,Sales Executive,3,Single,8,9096,1,No,14,3,1,0,10,3,4,10,7,0,8,0
29,Travel_Rarely,896,Other,18,1,Medical,315,3,Male,86,2,Research Scientist,4,Single,2,14961,1,Yes,13,3,3,0,4,3,2,4,3,0,1,1
52,Travel_Rarely,1323,Other,2,3,Life Sciences,316,3,Female,89,2,Laboratory Technician,4,Single,3,3300,7,No,15,3,2,0,6,3,2,2,2,2,2,0
42,Travel_Rarely,532,Other,4,2,Technical Degree,319,3,Male,58,3,Manager,4,Married,10,4933,1,No,11,3,4,0,22,3,3,22,17,11,15,0
59,Travel_Rarely,818,Human Resources,6,2,Medical,321,2,Male,52,3,Human Resources,3,Married,1,25657,8,No,17,3,4,0,7,2,2,2,2,2,2,0
50,Travel_Rarely,854,Sales,1,4,Medical,323,4,Female,68,3,Manager,4,Divorced,10,24118,3,No,11,3,3,1,32,3,2,7,0,0,6,0
33,Travel_Rarely,813,Other,14,3,Medical,325,3,Male,58,3,Laboratory Technician,4,Married,2,22149,5,Yes,13,3,3,1,8,2,1,5,4,0,4,1
43,Travel_Rarely,1034,Sales,16,3,Marketing,327,4,Female,80,3,Manager,4,Married,10,7744,5,Yes,22,4,3,1,22,3,3,17,13,1,9,0
33,Travel_Rarely,465,Other,2,2,Life Sciences,328,1,Female,39,3,Laboratory Technician,1,Married,3,21509,7,No,20,4,1,0,13,3,4,9,7,1,7,1
52,Non-Travel,771,Sales,2,4,Life Sciences,329,1,Male,79,2,Manager,3,Single,10,21030,1,Yes,18,3,4,0,33,2,4,33,7,15,12,0
32,Travel_Rarely,1401,Sales,4,2,Life Sciences,330,3,Female,56,3,Sales Representative,2,Married,4,20990,2,No,11,3,1,1,6,5,3,4,3,1,2,0
32,Travel_Rarely,515,Other,1,3,Life Sciences,331,4,Male,62,2,Laboratory Technician,3,Single,4,9571,0,Yes,14,3,4,0,4,2,1,3,2,1,2,1
39,Travel_Rarely,1431,Other,1,4,Medical,332,3,Female,96,3,Laboratory Technician,3,Divorced,1,15417,7,No,14,3,3,3,7,1,3,3,2,1,2,0
32,Non-Travel,976,Sales,26,4,Marketing,333,3,Male,100,3,Sales Executive,4,Married,5,12069,0,No,18,3,1,0,4,2,3,3,2,2,2,0
41,Travel_Rarely,1411,Other,19,2,Life Sciences,334,3,Male,36,3,Research Scientist,1,Divorced,3,19877,2,No,16,3,1,2,17,2,2,1,0,0,0,0
40,Travel_Rarely,1300,Other,24,2,Technical Degree,335,1,Male,62,3,Research Scientist,4,Divorced,4,24447,1,No,17,3,1,2,9,3,3,9,8,4,7,0
45,Travel_Rarely,252,Other,1,3,Other,336,3,Male,70,4,Manager,4,Married,10,15970,0,No,11,3,3,1,25,2,3,24,0,1,7,0
31,Travel_Frequently,1327,Other,3,4,Medical,337,2,Male,73,3,Research Director,3,Divorced,9,13523,9,No,12,3,1,1,9,3,3,2,2,2,2,0
33,Travel_Rarely,832,Other,5,4,Life Sciences,338,3,Female,63,2,Research Scientist,4,Married,3,14776,1,No,13,3,3,1,2,2,2,2,2,0,2,0
34,Travel_Rarely,470,Other,2,4,Life Sciences,339,4,Male,84,2,Manufacturing Director,1,Married,7,23687,6,No,13,3,2,1,13,3,3,11,9,5,9,0
37,Travel_Rarely,1017,Other,1,2,Medical,340,3,Female,83,2,Research Scientist,1,Married,4,18697,2,No,14,3,1,1,17,2,2,3,1,0,2,0
45,Travel_Frequently,1199,Other,7,4,Life Sciences,341,1,Male,77,4,Manufacturing Director,3,Married,7,5118,4,No,17,3,4,1,9,1,3,3,2,0,2,0
37,Travel_Frequently,504,Other,10,3,Medical,342,1,Male,61,3,Manufacturing Director,3,Divorced,9,22573,6,No,11,3,2,2,17,5,3,1,0,0,0,1
39,Travel_Frequently,505,Other,2,4,Technical Degree,343,3,Female,64,3,Healthcare Representative,3,Single,9,6420,0,No,25,4,4,0,20,1,3,19,6,11,8,0
29,Travel_Rarely,665,Other,15,3,Life Sciences,346,3,Male,60,3,Research Scientist,4,Single,2,22673,1,No,19,3,1,0,6,1,3,6,5,1,5,0
42,Travel_Rarely,916,Other,17,2,Life Sciences,347,4,Female,82,4,Research Scientist,1,Single,7,23016,3,Yes,13,3,3,0,10,1,3,3,2,0,2,0
29,Travel_Rarely,1247,Sales,20,2,Marketing,349,4,Male,45,3,Sales Executive,4,Divorced,8,10732,2,No,14,3,4,1,10,2,3,3,2,0,2,0
25,Travel_Rarely,685,Other,1,3,Life Sciences,350,1,Female,62,3,Manufacturing Director,3,Married,5,7505,0,No,12,3,4,2,5,3,3,4,2,1,2,0
42,Travel_Rarely,269,Other,2,3,Medical,351,4,Female,56,2,Laboratory Technician,1,Divorced,2,8007,0,Yes,11,3,3,1,10,4,3,9,6,7,8,0
40,Travel_Rarely,1416,Other,2,2,Medical,352,1,Male,49,3,Research Director,3,Divorced,10,5949,0,No,19,3,4,1,22,5,3,21,7,3,9,0
51,Travel_Rarely,833,Other,1,3,Life Sciences,353,3,Male,96,3,Research Scientist,4,Married,3,23231,1,No,11,3,2,0,1,0,2,1,0,0,0,0
31,Travel_Frequently,307,Other,29,2,Medical,355,3,Male,71,2,Laboratory Technician,2,Single,4,11652,0,No,11,3,2,0,6,2,4,5,4,1,4,1
32,Travel_Frequently,1311,Other,7,3,Life Sciences,359,2,Male,100,4,Laboratory Technician,2,Married,3,26062,1,No,20,4,3,0,5,3,1,5,1,0,3,0
38,Non-Travel,1327,Sales,2,2,Life Sciences,361,4,Male,39,2,Sales Executive,4,Married,6,19682,3,No,18,3,4,1,13,0,3,8,7,7,5,0
32,Travel_Rarely,128,Other,2,1,Technical Degree,362,4,Male,84,2,Laboratory Technician,1,Single,1,19737,4,No,13,3,4,0,9,5,3,6,2,0,4,0
46,Travel_Rarely,488,Sales,2,3,Technical Degree,363,3,Female,75,1,Manager,2,Married,10,14977,3,Yes,12,3,2,1,28,2,2,7,7,7,7,0
28,Travel_Rarely,529,Other,2,4,Life Sciences,364,1,Male,79,3,Laboratory Technician,3,Single,4,14935,2,No,11,3,3,0,5,5,1,0,0,0,0,1
29,Travel_Rarely,1210,Sales,2,3,Medical,366,1,Male,78,2,Sales Executive,2,Married,7,3687,2,No,19,3,2,2,10,2,3,0,0,0,0,0
31,Travel_Rarely,1463,Other,23,3,Medical,367,2,Male,64,2,Healthcare Representative,4,Married,6,14408,0,No,21,4,2,1,10,2,3,9,0,7,8,0
25,Non-Travel,675,Other,5,2,Life Sciences,369,2,Male,85,4,Healthcare Representative,1,Divorced,4,18384,1,No,12,3,4,2,6,2,3,6,3,1,5,0
45,Travel_Rarely,1385,Other,20,2,Medical,372,3,Male,79,3,Healthcare Representative,4,Married,9,7501,0,Yes,14,3,2,0,21,2,3,20,7,4,10,0
36,Travel_Rarely,1403,Other,6,3,Life Sciences,373,4,Male,47,3,Laboratory Technician,4,Married,3,20251,0,No,11,3,3,1,16,4,3,15,13,10,11,0
55,Travel_Rarely,452,Other,1,3,Medical,374,4,Male,81,3,Manager,1,Single,10,18938,0,Yes,14,3,3,0,37,2,3,36,10,4,13,0
47,Non-Travel,666,Other,29,4,Life Sciences,376,1,Male,88,3,Manager,2,Married,9,10268,1,Yes,12,3,4,1,10,2,2,10,7,9,9,1
28,Travel_Rarely,1158,Other,9,3,Medical,377,4,Male,94,3,Research Scientist,4,Married,1,2613,1,No,23,4,4,1,5,3,2,5,2,0,4,0
37,Travel_Rarely,228,Sales,6,4,Medical,378,3,Male,98,3,Sales Executive,4,Married,7,22825,4,No,14,3,2,1,7,5,4,5,4,0,1,0
21,Travel_Rarely,996,Other,3,2,Medical,379,4,Male,100,2,Research Scientist,3,Single,3,10531,1,No,17,3,1,0,3,4,4,3,2,1,0,0
37,Non-Travel,728,Other,1,4,Medical,380,1,Female,80,3,Research Director,4,Divorced,9,11677,2,Yes,18,3,1,2,15,2,3,5,2,0,2,0
35,Travel_Rarely,1315,Other,22,3,Life Sciences,381,2,Female,71,4,Manager,2,Divorced,9,19100,7,No,18,3,2,1,10,6,2,7,7,6,2,0
38,Travel_Rarely,322,Sales,7,2,Medical,382,1,Female,44,4,Sales Executive,1,Divorced,6,19191,1,Yes,24,4,3,1,8,3,3,8,0,7,7,0
26,Travel_Frequently,1479,Other,1,3,Life Sciences,384,3,Female,84,3,Manufacturing Director,2,Divorced,7,26767,1,No,20,4,1,1,6,6,1,6,5,1,4,0
50,Travel_Rarely,797,Other,4,1,Life Sciences,385,1,Male,96,3,Research Director,2,Divorced,10,15815,3,No,14,3,1,2,28,4,2,10,4,1,6,0
53,Travel_Rarely,1070,Other,3,4,Medical,386,3,Male,45,3,Research Director,3,Married,10,21016,3,Yes,16,3,4,3,21,5,2,5,3,1,3,0
42,Travel_Rarely,635,Sales,1,1,Life Sciences,387,2,Male,99,3,Sales Executive,3,Married,5,24532,1,No,25,4,3,0,20,3,3,20,16,11,6,0
29,Travel_Frequently,442,Sales,2,2,Life Sciences,388,2,Male,44,3,Sales Executive,4,Single,5,20260,1,No,18,3,1,0,10,3,2,10,7,0,9,0
55,Travel_Rarely,147,Other,20,2,Technical Degree,389,2,Male,37,3,Laboratory Technician,4,Married,6,15972,3,Yes,19,3,4,1,12,4,3,10,7,0,8,0
26,Travel_Frequently,496,Other,11,2,Medical,390,1,Male,60,3,Healthcare Representative,1,Married,5,22722,1,Yes,13,3,3,1,5,3,3,5,3,3,3,0
37,Travel_Rarely,1372,Other,1,3,Life Sciences,391,4,Female,42,3,Research Scientist,4,Single,1,15881,1,No,12,3,2,0,17,3,3,17,12,5,7,0
44,Travel_Frequently,920,Other,24,3,Life Sciences,392,4,Male,43,3,Laboratory Technician,3,Divorced,3,19920,3,Yes,22,4,4,1,19,0,1,1,0,0,0,1
38,Travel_Rarely,688,Other,23,4,Life Sciences,393,4,Male,82,3,Healthcare Representative,4,Divorced,7,18899,9,No,14,3,2,1,10,2,3,2,2,1,2,0
26,Travel_Rarely,1449,Other,16,4,Medical,394,1,Male,45,3,Laboratory Technician,2,Divorced,2,14180,2,Yes,13,3,4,1,5,2,3,3,2,0,2,1
28,Travel_Rarely,1117,Other,8,2,Life Sciences,395,4,Female,66,3,Research Scientist,4,Single,3,4488,1,No,21,4,4,0,5,3,3,5,3,0,2,0
49,Travel_Frequently,636,Other,10,4,Life Sciences,396,3,Female,35,3,Research Director,1,Single,10,25594,9,Yes,11,3,4,0,22,4,3,3,2,1,2,0
36,Travel_Rarely,506,Other,3,3,Technical Degree,397,3,Male,30,3,Research Scientist,2,Single,5,26285,4,No,12,3,4,0,10,2,3,8,0,7,7,0
31,Travel_Frequently,444,Sales,5,3,Marketing,399,4,Female,84,3,Sales Representative,2,Divorced,3,3909,1,No,11,3,3,1,2,5,2,2,2,2,2,0
26,Travel_Rarely,950,Sales,4,4,Marketing,401,4,Male,48,2,Sales Executive,4,Single,7,8450,1,Yes,12,3,2,0,8,0,3,8,7,7,4,1
37,Travel_Frequently,889,Other,9,3,Medical,403,2,Male,53,3,Research Scientist,4,Married,2,11411,1,Yes,12,3,3,3,4,3,2,4,2,1,2,0
42,Travel_Frequently,555,Sales,26,3,Marketing,404,3,Female,77,3,Sales Executive,2,Married,9,14864,5,No,14,3,4,1,23,2,4,20,4,4,8,0
18,Travel_Rarely,230,Other,3,3,Life Sciences,405,3,Male,54,3,Laboratory Technician,3,Single,1,25233,1,No,13,3,3,0,0,2,3,0,0,0,0,1
35,Travel_Rarely,1232,Sales,16,3,Marketing,406,3,Male,96,3,Sales Executive,2,Married,8,5100,0,No,15,3,3,2,12,3,2,11,9,6,9,0
36,Travel_Frequently,566,Other,18,4,Life Sciences,407,3,Male,81,4,Laboratory Technician,4,Married,4,7122,4,No,18,3,4,2,4,2,3,1,0,0,0,0
51,Travel_Rarely,1302,Other,2,3,Medical,408,4,Male,84,1,Manufacturing Director,2,Divorced,6,16321,5,No,18,3,4,1,13,3,3,4,1,1,2,0
41,Travel_Rarely,334,Sales,2,4,Life Sciences,410,4,Male,88,3,Manager,2,Single,10,15896,1,No,19,3,2,0,22,2,3,22,10,0,4,0
18,Travel_Rarely,812,Sales,10,3,Medical,411,4,Female,69,2,Sales Representative,3,Single,1,9724,1,No,12,3,1,0,0,2,3,0,0,0,0,0
28,Travel_Rarely,1476,Other,16,2,Medical,412,2,Male,68,4,Healthcare Representative,1,Single,6,4824,0,No,19,3,3,0,9,2,3,8,3,0,7,0
31,Travel_Rarely,218,Sales,7,3,Technical Degree,416,2,Male,100,4,Sales Executive,4,Married,8,12241,4,No,11,3,2,1,10,3,2,8,7,7,7,0
39,Travel_Rarely,1132,Other,1,3,Medical,417,3,Male,48,4,Healthcare Representative,4,Divorced,8,10942,0,No,17,3,1,3,19,5,2,18,10,3,7,0
36,Non-Travel,1105,Other,24,4,Life Sciences,419,2,Female,47,3,Laboratory Technician,2,Married,6,6927,7,No,15,3,3,1,11,3,3,9,8,0,8,0
32,Travel_Rarely,906,Sales,7,3,Life Sciences,420,4,Male,91,2,Sales Executive,3,Married,6,16985,1,No,14,3,3,1,13,3,2,13,8,4,8,0
38,Travel_Rarely,849,Other,25,2,Life Sciences,421,1,Female,81,2,Research Director,2,Married,9,26707,3,No,17,3,3,1,19,2,3,10,8,0,1,0
58,Non-Travel,390,Other,1,4,Life Sciences,422,4,Male,32,1,Healthcare Representative,3,Divorced,6,17056,2,Yes,13,3,4,1,12,2,3,5,3,1,2,0
31,Travel_Rarely,691,Other,5,4,Technical Degree,423,3,Male,86,3,Research Scientist,4,Married,5,10077,0,Yes,12,3,3,1,6,4,3,5,2,0,3,0
31,Travel_Rarely,106,Human Resources,2,3,Human Resources,424,1,Male,62,2,Human Resources,1,Married,7,17822,3,No,12,3,4,0,9,1,3,2,2,1,0,0
45,Travel_Frequently,1249,Other,7,3,Life Sciences,425,1,Male,97,3,Laboratory Technician,1,Divorced,6,20308,1,No,18,3,1,1,24,2,3,24,9,9,11,0
31,Travel_Rarely,192,Other,2,4,Life Sciences,426,3,Male,32,3,Research Scientist,4,Divorced,2,7747,0,Yes,18,3,2,1,3,2,1,2,2,2,2,0
33,Travel_Frequently,553,Other,5,4,Life Sciences,428,4,Female,74,3,Manager,2,Married,9,23364,6,No,11,3,2,2,12,2,3,10,6,8,8,0
39,Travel_Rarely,117,Other,10,1,Medical,429,3,Male,99,3,Manager,1,Married,10,5355,1,Yes,14,3,4,0,21,3,3,21,9,11,10,0
43,Travel_Frequently,185,Other,10,4,Life Sciences,430,3,Female,33,3,Laboratory Technician,4,Single,2,10675,0,No,19,3,1,0,9,5,3,8,7,1,7,0
49,Travel_Rarely,1091,Other,1,2,Technical Degree,431,3,Female,90,2,Healthcare Representative,3,Single,10,17810,7,Yes,12,3,4,0,25,2,3,7,1,0,7,0
52,Travel_Rarely,723,Other,8,4,Medical,433,3,Male,85,2,Research Scientist,2,Married,6,17747,2,No,15,3,1,0,11,3,2,8,2,7,7,1
27,Travel_Rarely,1220,Other,5,3,Life Sciences,434,3,Female,85,3,Research Scientist,2,Single,2,20938,1,Yes,12,3,2,0,4,2,2,4,3,1,2,0
32,Travel_Rarely,588,Sales,8,2,Technical Degree,436,3,Female,65,2,Sales Executive,2,Married,6,24624,1,Yes,11,3,4,0,13,2,3,13,12,11,9,0
27,Travel_Rarely,1377,Sales,2,3,Life Sciences,437,4,Male,74,3,Sales Executive,3,Single,5,5242,1,Yes,11,3,1,0,5,3,3,5,4,0,4,0
31,Travel_Rarely,691,Sales,7,3,Marketing,438,4,Male,73,3,Sales Executive,4,Divorced,8,7143,4,No,12,3,4,3,13,3,3,7,7,1,7,0
32,Travel_Rarely,1018,Other,2,4,Medical,439,1,Female,74,4,Research Scientist,4,Single,6,10557,7,No,16,3,3,0,10,0,2,7,7,0,7,0
28,Travel_Rarely,1157,Other,2,4,Medical,440,1,Male,84,1,Research Scientist,4,Married,4,24737,5,Yes,13,3,4,0,5,4,2,3,2,2,2,1
30,Travel_Rarely,1275,Other,28,2,Medical,441,4,Female,64,3,Research Scientist,4,Married,7,11934,1,No,13,3,4,2,11,2,3,10,8,1,9,0
